application_id,event_time,customer_id,region_code,product_type,requested_amount,term_months,credit_score,risk_level,decision_status,approved_amount,channel,employee_review_flag,processing_time_sec
app_20260501_000000213,2026-07-23 06:03:12,cust_7402610,DE-BE,mortgage,53000,24,711,medium,approved,42400,partner_api,true,1097
app_20260501_000000214,2026-06-26 17:05:25,cust_2862779,FR-IDF,cash_loan,72500,12,611,high,manual_review,58000,web,true,710
app_20260501_000000215,2026-07-01 19:16:11,cust_3462506,DE-BE,bnpl,32500,18,646,medium,approved,32500,branch,true,1378
app_20260501_000000216,2026-05-22 20:47:06,cust_5295290,ES-MD,credit_card,28000,24,822,low,approved,28000,branch,true,1115
app_20260501_000000217,2026-07-09 03:52:33,cust_8553296,DE-HH,bnpl,49000,12,585,high,manual_review,39200,web,true,1516
app_20260501_000000218,2026-06-12 23:09:54,cust_6063081,DE-HE,credit_card,43000,6,554,high,rejected,0,partner_api,true,1437
app_20260501_000000219,2026-07-19 19:56:32,cust_8108472,ES-MD,bnpl,18000,60,543,high,manual_review,18000,mobile,true,249
app_20260501_000000220,2026-06-09 15:09:05,cust_3222252,IT-LAZ,mortgage,29500,48,611,high,manual_review,20650,branch,true,1717
app_20260501_000000221,2026-07-28 20:42:28,cust_4000576,DE-BY,car_loan,55000,24,698,medium,manual_review,49500,call_center,true,1567
app_20260501_000000222,2026-06-23 17:55:10,cust_9950495,FR-IDF,mortgage,52500,36,671,medium,manual_review,42000,branch,true,1171
app_20260501_000000223,2026-06-22 13:25:49,cust_7963878,DE-HE,mortgage,32500,48,771,low,approved,22750,mobile,false,14
app_20260501_000000224,2026-06-06 06:56:51,cust_6059385,FR-IDF,car_loan,32500,60,655,medium,manual_review,26000,branch,true,684
app_20260501_000000225,2026-06-15 09:45:46,cust_2081715,DE-HE,credit_card,18000,60,842,low,approved,12600,web,false,16
app_20260501_000000226,2026-07-03 01:16:58,cust_5042447,NL-NH,cash_loan,50500,36,654,medium,manual_review,45450,mobile,true,1104
app_20260501_000000227,2026-07-01 19:29:41,cust_3936445,DE-HE,car_loan,75500,48,777,low,approved,75500,call_center,true,675
app_20260501_000000228,2026-05-21 19:18:27,cust_7224642,DE-BE,mortgage,36000,36,623,medium,approved,32400,partner_api,false,9
app_20260501_000000229,2026-06-30 20:25:44,cust_2404366,DE-HE,car_loan,56000,60,624,medium,rejected,0,web,false,14
app_20260501_000000230,2026-06-19 19:34:16,cust_1199148,DE-BY,car_loan,25000,18,567,high,approved,22500,call_center,true,1180
app_20260501_000000231,2026-07-18 10:08:59,cust_3719266,ES-MD,credit_card,55000,12,653,medium,approved,44000,branch,true,316
app_20260501_000000232,2026-06-19 10:47:52,cust_8462102,FR-IDF,mortgage,34500,12,755,low,approved,31050,partner_api,false,4
app_20260501_000000233,2026-06-13 11:12:01,cust_1185528,DE-BY,cash_loan,24000,60,666,medium,manual_review,16800,partner_api,true,835
app_20260501_000000234,2026-05-17 22:13:21,cust_5247891,DE-HE,bnpl,9500,48,705,medium,approved,7600,web,false,19
app_20260501_000000235,2026-07-11 05:43:46,cust_2181855,IT-LAZ,bnpl,77500,48,727,low,approved,54250,mobile,false,3
app_20260501_000000236,2026-07-09 09:45:32,cust_5593930,FR-IDF,mortgage,77000,12,705,medium,approved,77000,web,false,10
app_20260501_000000237,2026-06-30 13:27:12,cust_9924686,DE-BE,car_loan,29000,60,821,low,approved,26100,call_center,false,14
app_20260501_000000238,2026-05-25 12:02:49,cust_6188809,NL-NH,credit_card,13000,36,574,high,manual_review,9100,mobile,true,1265
app_20260501_000000239,2026-07-04 18:22:58,cust_824162,DE-BY,car_loan,13500,6,644,medium,rejected,0,mobile,false,15
app_20260501_000000240,2026-06-08 21:33:00,cust_283754,DE-HE,credit_card,70500,6,770,low,approved,56400,web,true,186
app_20260501_000000241,2026-05-15 23:51:47,cust_8292651,IT-LAZ,cash_loan,7500,12,641,medium,rejected,0,partner_api,true,384
app_20260501_000000242,2026-06-18 23:22:26,cust_9542219,IT-LAZ,credit_card,26500,18,632,medium,manual_review,21200,branch,true,1618
app_20260501_000000243,2026-06-23 03:37:55,cust_7941740,FR-IDF,cash_loan,11500,24,651,medium,approved,10350,mobile,true,897
app_20260501_000000244,2026-05-25 06:34:44,cust_6228013,NL-NH,mortgage,77000,36,696,medium,approved,77000,call_center,false,4
app_20260501_000000245,2026-06-13 13:57:16,cust_1582468,DE-HH,bnpl,23500,60,804,low,approved,16450,call_center,false,23
app_20260501_000000246,2026-05-23 06:13:37,cust_5543388,DE-HH,credit_card,17000,24,684,medium,manual_review,15300,partner_api,true,470
app_20260501_000000247,2026-06-28 12:54:08,cust_1681898,DE-BY,bnpl,28500,24,683,medium,manual_review,22800,web,true,1719
app_20260501_000000248,2026-07-08 05:10:43,cust_4412969,DE-HH,credit_card,76000,24,786,low,approved,60800,partner_api,false,18
app_20260501_000000249,2026-05-28 16:20:17,cust_2143324,DE-BE,mortgage,54000,12,683,medium,manual_review,43200,call_center,true,474
app_20260501_000000250,2026-07-21 12:53:21,cust_2229854,DE-BE,bnpl,43500,24,665,medium,manual_review,43500,branch,true,377
app_20260501_000000251,2026-07-16 15:34:33,cust_8402194,DE-BE,car_loan,10000,36,728,low,approved,9000,web,false,21
app_20260501_000000252,2026-06-02 19:19:41,cust_8077727,FR-IDF,car_loan,11000,60,607,high,manual_review,7699,partner_api,true,179
app_20260501_000000253,2026-06-28 18:55:11,cust_1673243,ES-MD,car_loan,22500,18,744,low,approved,22500,branch,false,12
app_20260501_000000254,2026-05-20 13:42:25,cust_4149397,ES-MD,cash_loan,61500,6,586,high,rejected,0,branch,true,104
app_20260501_000000255,2026-05-11 17:03:55,cust_9655276,DE-NW,mortgage,48000,6,612,high,manual_review,43200,branch,true,1457
app_20260501_000000256,2026-05-03 07:24:16,cust_6039849,NL-NH,mortgage,65000,60,730,low,approved,65000,web,true,636
app_20260501_000000257,2026-05-06 04:46:59,cust_2773244,ES-MD,mortgage,12000,60,551,high,rejected,0,branch,true,1217
app_20260501_000000258,2026-06-03 08:40:53,cust_3100489,DE-NW,bnpl,50500,48,515,high,rejected,0,branch,true,1345
app_20260501_000000259,2026-05-31 01:37:40,cust_209484,IT-LAZ,cash_loan,67000,18,529,high,manual_review,53600,call_center,true,568
app_20260501_000000260,2026-05-14 16:06:51,cust_7222563,DE-BE,car_loan,52500,12,542,high,rejected,0,call_center,true,1485
app_20260501_000000261,2026-07-17 00:45:13,cust_1820955,DE-HH,mortgage,31000,18,549,high,rejected,0,partner_api,true,1555
app_20260501_000000262,2026-06-08 08:50:44,cust_991660,DE-HH,car_loan,36500,18,595,high,rejected,0,partner_api,true,839
app_20260501_000000263,2026-05-10 09:16:57,cust_8730554,DE-NW,credit_card,7000,12,635,medium,rejected,0,mobile,false,4
app_20260501_000000264,2026-07-10 05:39:21,cust_7033620,DE-BE,mortgage,52500,36,615,high,rejected,0,partner_api,true,161
app_20260501_000000265,2026-07-27 00:39:01,cust_1221967,FR-IDF,car_loan,15000,24,653,medium,manual_review,10500,web,true,1761
app_20260501_000000266,2026-06-19 23:49:16,cust_7244934,DE-BY,mortgage,51000,24,716,medium,manual_review,51000,partner_api,true,820
app_20260501_000000267,2026-06-15 12:41:30,cust_3270636,FR-IDF,bnpl,75500,18,664,medium,manual_review,75500,mobile,true,452
app_20260501_000000268,2026-05-26 18:11:06,cust_631491,DE-HE,mortgage,14500,24,830,low,approved,10150,web,true,684
app_20260501_000000269,2026-06-26 05:35:26,cust_4566517,DE-NW,credit_card,17500,24,850,low,approved,12250,mobile,true,614
app_20260501_000000270,2026-07-07 19:48:54,cust_7682931,DE-HH,cash_loan,13500,12,722,low,approved,9450,partner_api,true,1430
app_20260501_000000271,2026-06-21 08:40:45,cust_4716230,DE-BE,bnpl,7500,36,651,medium,rejected,0,call_center,true,435
app_20260501_000000272,2026-07-28 15:09:27,cust_148647,DE-NW,mortgage,74500,18,721,low,approved,59600,mobile,true,304
app_20260501_000000273,2026-05-23 06:30:16,cust_5439816,ES-MD,car_loan,60000,12,598,high,manual_review,42000,branch,true,329
app_20260501_000000274,2026-05-18 13:55:39,cust_132915,ES-MD,credit_card,49000,24,654,medium,manual_review,34300,partner_api,true,1274
app_20260501_000000275,2026-05-31 10:40:54,cust_4571870,IT-LAZ,credit_card,8500,6,620,medium,manual_review,8500,web,true,557
app_20260501_000000276,2026-07-11 13:36:48,cust_6343822,NL-NH,cash_loan,71000,12,460,high,rejected,0,mobile,true,1179
app_20260501_000000277,2026-07-09 23:25:24,cust_8784683,DE-HH,car_loan,21000,6,713,medium,manual_review,14699,partner_api,true,1421
app_20260501_000000278,2026-06-27 07:37:48,cust_158551,FR-IDF,mortgage,19000,6,696,medium,approved,19000,branch,true,687
app_20260501_000000279,2026-05-27 07:03:14,cust_9227337,DE-HE,credit_card,43500,12,786,low,manual_review,39150,branch,true,1650
app_20260501_000000280,2026-07-15 01:45:44,cust_6660949,ES-MD,car_loan,14500,60,687,medium,manual_review,10150,branch,true,1204
app_20260501_000000281,2026-05-06 19:49:22,cust_6141944,FR-IDF,car_loan,23500,18,666,medium,approved,18800,mobile,true,223
app_20260501_000000282,2026-06-05 01:35:33,cust_1164856,IT-LAZ,mortgage,31500,60,638,medium,manual_review,25200,web,true,1072
app_20260501_000000283,2026-05-09 23:58:36,cust_2293585,ES-MD,car_loan,51500,18,572,high,manual_review,41200,partner_api,true,109
app_20260501_000000284,2026-06-23 17:44:58,cust_5003172,NL-NH,cash_loan,36500,48,703,medium,manual_review,29200,mobile,true,611
app_20260501_000000285,2026-06-06 12:11:17,cust_9432846,FR-IDF,car_loan,63500,6,548,high,rejected,0,call_center,true,755
app_20260501_000000286,2026-05-01 19:06:03,cust_2274333,ES-MD,car_loan,35000,36,563,high,rejected,0,partner_api,true,336
app_20260501_000000287,2026-06-27 07:27:14,cust_9478793,DE-BY,car_loan,25000,18,633,medium,approved,22500,web,false,24
app_20260501_000000288,2026-07-22 10:59:04,cust_9654901,FR-IDF,bnpl,75000,12,701,medium,approved,52500,web,false,17
app_20260501_000000289,2026-07-03 11:17:45,cust_8092470,NL-NH,bnpl,41500,24,606,high,manual_review,33200,call_center,true,1754
app_20260501_000000290,2026-07-24 14:02:03,cust_4277964,IT-LAZ,bnpl,34000,60,651,medium,manual_review,27200,call_center,true,1595
app_20260501_000000291,2026-06-21 10:44:59,cust_5982119,DE-NW,car_loan,29000,24,577,high,manual_review,26100,web,true,1412
app_20260501_000000292,2026-05-04 22:55:48,cust_5122735,DE-HH,credit_card,54000,24,677,medium,manual_review,48600,mobile,true,316
app_20260501_000000293,2026-07-26 06:21:09,cust_9098983,ES-MD,mortgage,52000,60,630,medium,manual_review,46800,branch,true,1629
app_20260501_000000294,2026-05-18 08:54:35,cust_276914,NL-NH,credit_card,11000,36,624,medium,approved,8800,call_center,false,20
app_20260501_000000295,2026-05-11 00:25:40,cust_5067145,IT-LAZ,car_loan,65500,60,675,medium,approved,65500,web,false,20
app_20260501_000000296,2026-07-02 04:24:00,cust_1540036,FR-IDF,car_loan,64000,6,668,medium,approved,64000,branch,false,12
app_20260501_000000297,2026-05-05 12:36:04,cust_4275814,ES-MD,cash_loan,72000,60,733,low,manual_review,64800,web,true,173
app_20260501_000000298,2026-05-29 16:07:38,cust_7274690,DE-HE,credit_card,18500,48,702,medium,approved,16650,mobile,false,10
app_20260501_000000299,2026-05-24 17:36:34,cust_6816831,IT-LAZ,car_loan,2500,60,831,low,manual_review,2250,mobile,true,460
app_20260501_000000300,2026-07-28 03:23:45,cust_4258089,IT-LAZ,bnpl,57000,18,571,high,manual_review,57000,web,true,1200
app_20260501_000000301,2026-07-18 22:10:19,cust_5127309,DE-BY,credit_card,78000,48,799,low,manual_review,78000,call_center,true,1297
app_20260501_000000302,2026-07-26 07:14:21,cust_2540477,DE-NW,credit_card,27000,6,656,medium,manual_review,24300,call_center,true,1001
app_20260501_000000303,2026-05-01 08:11:16,cust_2181669,FR-IDF,bnpl,33500,12,616,high,manual_review,30150,partner_api,true,1697
app_20260501_000000304,2026-06-21 01:03:56,cust_4563845,DE-BY,car_loan,4500,36,850,low,approved,3600,mobile,true,1635
app_20260501_000000305,2026-06-12 12:52:37,cust_9388048,FR-IDF,credit_card,76500,6,694,medium,approved,76500,branch,true,1273
app_20260501_000000306,2026-06-30 01:04:43,cust_5000912,DE-BE,credit_card,41500,6,755,low,approved,41500,branch,true,217
app_20260501_000000307,2026-06-15 14:17:26,cust_3169035,NL-NH,mortgage,33000,36,708,medium,rejected,0,branch,false,12
app_20260501_000000308,2026-06-22 06:58:37,cust_4446015,DE-BE,mortgage,48000,48,689,medium,rejected,0,web,false,14
app_20260501_000000309,2026-05-05 11:39:19,cust_2863043,DE-BY,bnpl,48500,48,636,medium,approved,38800,branch,false,20
app_20260501_000000310,2026-06-03 05:47:48,cust_4318586,DE-NW,bnpl,30500,48,775,low,manual_review,24400,mobile,true,1323
app_20260501_000000311,2026-07-05 19:02:53,cust_9573057,IT-LAZ,bnpl,21000,18,763,low,approved,16800,branch,true,926
app_20260501_000000312,2026-06-17 23:55:33,cust_9255831,DE-BE,car_loan,61500,6,694,medium,manual_review,49200,mobile,true,1481
app_20260501_000000313,2026-07-03 22:47:09,cust_6318121,DE-HH,credit_card,73000,60,751,low,approved,73000,call_center,true,129
app_20260501_000000314,2026-05-13 18:32:37,cust_429706,FR-IDF,cash_loan,19500,48,602,high,approved,13650,mobile,true,338
app_20260501_000000315,2026-06-11 08:42:19,cust_5574668,DE-HE,cash_loan,68500,24,584,high,manual_review,61650,partner_api,true,434
app_20260501_000000316,2026-06-03 00:52:40,cust_4921910,DE-BE,mortgage,40500,6,607,high,rejected,0,branch,true,1697
app_20260501_000000317,2026-06-20 02:16:51,cust_1419956,DE-BY,cash_loan,16000,18,765,low,approved,12800,partner_api,false,21
app_20260501_000000318,2026-07-17 15:21:49,cust_1698306,DE-HH,bnpl,23000,48,755,low,approved,20700,call_center,false,16
app_20260501_000000319,2026-07-21 16:43:23,cust_3945675,DE-NW,bnpl,16000,36,573,high,rejected,0,mobile,true,420
app_20260501_000000320,2026-07-03 22:46:26,cust_9356089,DE-HH,car_loan,43000,6,677,medium,manual_review,38700,mobile,true,1181
app_20260501_000000321,2026-07-09 09:46:12,cust_8821266,ES-MD,credit_card,34500,18,563,high,rejected,0,call_center,true,1437
app_20260501_000000322,2026-05-27 22:58:02,cust_7597375,DE-BE,cash_loan,72000,48,836,low,approved,64800,web,false,19
app_20260501_000000323,2026-06-27 23:29:52,cust_3449849,FR-IDF,mortgage,40500,12,492,high,manual_review,36450,partner_api,true,1343
app_20260501_000000324,2026-05-28 14:26:59,cust_7254254,DE-NW,cash_loan,30000,12,642,medium,approved,27000,call_center,false,13
app_20260501_000000325,2026-05-01 18:40:24,cust_528302,DE-BE,cash_loan,5500,36,726,low,manual_review,5500,branch,true,1169
app_20260501_000000326,2026-06-09 17:19:46,cust_3853524,FR-IDF,car_loan,13000,60,581,high,rejected,0,web,true,354
app_20260501_000000327,2026-07-21 23:19:56,cust_4047589,NL-NH,credit_card,53500,6,604,high,manual_review,48150,partner_api,true,769
app_20260501_000000328,2026-07-21 00:17:26,cust_4618682,DE-HH,bnpl,4000,18,649,medium,manual_review,2800,web,true,1034
app_20260501_000000329,2026-05-09 11:23:50,cust_2089871,NL-NH,credit_card,31500,12,665,medium,approved,28350,web,true,1660
app_20260501_000000330,2026-06-21 21:35:35,cust_454727,NL-NH,credit_card,8000,12,709,medium,approved,7200,branch,true,964
app_20260501_000000331,2026-06-19 20:33:50,cust_1624082,DE-BE,credit_card,61000,18,689,medium,manual_review,48800,branch,true,912
app_20260501_000000332,2026-07-29 06:22:29,cust_4429827,ES-MD,credit_card,69000,60,637,medium,approved,62100,web,true,1133
app_20260501_000000333,2026-07-04 17:10:11,cust_6685764,DE-BE,credit_card,53500,60,640,medium,manual_review,37450,partner_api,true,1779
app_20260501_000000334,2026-06-20 09:36:20,cust_2469237,DE-BY,car_loan,58500,6,670,medium,approved,58500,call_center,false,6
app_20260501_000000335,2026-06-20 01:41:43,cust_5644534,FR-IDF,mortgage,38500,48,570,high,manual_review,30800,mobile,true,146
app_20260501_000000336,2026-05-14 15:09:23,cust_3411412,IT-LAZ,car_loan,66000,18,755,low,manual_review,52800,web,true,1495
app_20260501_000000337,2026-07-22 00:42:39,cust_7343615,IT-LAZ,car_loan,21000,48,703,medium,approved,14699,branch,false,18
app_20260501_000000338,2026-06-28 19:35:43,cust_6786011,IT-LAZ,cash_loan,66000,12,755,low,approved,59400,call_center,false,20
app_20260501_000000339,2026-07-14 16:50:32,cust_3134495,ES-MD,mortgage,7500,36,496,high,rejected,0,partner_api,true,627
app_20260501_000000340,2026-05-30 10:14:12,cust_7491135,NL-NH,mortgage,43500,48,643,medium,approved,34800,web,false,6
app_20260501_000000341,2026-05-11 15:57:50,cust_2109335,IT-LAZ,mortgage,53000,60,683,medium,manual_review,42400,branch,true,1226
app_20260501_000000342,2026-05-04 07:11:44,cust_7092901,IT-LAZ,mortgage,52500,48,782,low,manual_review,52500,call_center,true,176
app_20260501_000000343,2026-05-02 20:38:26,cust_3577439,FR-IDF,car_loan,21500,18,850,low,approved,17200,call_center,false,16
app_20260501_000000344,2026-06-24 23:54:12,cust_1989011,FR-IDF,mortgage,41500,12,700,medium,manual_review,41500,branch,true,1183
app_20260501_000000345,2026-05-12 06:57:56,cust_4661494,ES-MD,credit_card,15500,24,846,low,approved,10850,call_center,true,249
app_20260501_000000346,2026-07-18 16:14:38,cust_9757287,DE-BY,car_loan,24500,18,688,medium,manual_review,19600,partner_api,true,1055
app_20260501_000000347,2026-07-19 03:40:02,cust_4922639,IT-LAZ,cash_loan,66500,36,676,medium,manual_review,66500,branch,true,107
app_20260501_000000348,2026-06-12 13:54:18,cust_3468906,FR-IDF,car_loan,55500,36,786,low,approved,55500,mobile,true,1057
app_20260501_000000349,2026-07-28 11:04:35,cust_312392,ES-MD,bnpl,24500,48,682,medium,manual_review,22050,branch,true,1664
app_20260501_000000350,2026-06-02 10:46:53,cust_9706106,DE-HH,cash_loan,45000,6,549,high,rejected,0,mobile,true,1505
app_20260501_000000351,2026-07-20 12:38:21,cust_7317506,DE-BY,mortgage,62000,18,579,high,rejected,0,web,true,88
app_20260501_000000352,2026-06-05 11:08:17,cust_5867652,DE-BE,bnpl,68000,36,805,low,manual_review,68000,branch,true,1563
app_20260501_000000353,2026-05-20 12:19:51,cust_8360257,DE-HH,mortgage,68500,36,626,medium,rejected,0,branch,true,1584
app_20260501_000000354,2026-07-27 13:51:32,cust_8773086,IT-LAZ,mortgage,2500,12,660,medium,approved,1750,web,true,747
app_20260501_000000355,2026-05-22 09:21:58,cust_3823889,DE-HH,cash_loan,37500,60,751,low,approved,26250,partner_api,true,1428
app_20260501_000000356,2026-05-17 04:01:46,cust_5374697,DE-BY,bnpl,39000,48,538,high,rejected,0,mobile,true,1175
app_20260501_000000357,2026-06-18 09:04:36,cust_873932,ES-MD,cash_loan,73500,6,730,low,approved,73500,mobile,false,14
app_20260501_000000358,2026-05-28 20:22:04,cust_1816249,DE-NW,credit_card,17000,18,812,low,manual_review,11900,web,true,589
app_20260501_000000359,2026-07-22 11:03:29,cust_8946993,DE-HE,mortgage,17000,60,659,medium,approved,13600,call_center,false,5
app_20260501_000000360,2026-07-01 13:18:06,cust_6150638,DE-NW,car_loan,52500,36,565,high,rejected,0,mobile,true,1671
app_20260501_000000361,2026-05-31 22:31:33,cust_4067612,ES-MD,bnpl,49500,48,589,high,manual_review,39600,call_center,true,996
app_20260501_000000362,2026-07-23 06:08:04,cust_46357,DE-HE,car_loan,54000,60,729,low,manual_review,37800,web,true,283
app_20260501_000000363,2026-07-29 04:05:30,cust_9821339,DE-BY,mortgage,51000,36,625,medium,approved,40800,partner_api,false,14
app_20260501_000000364,2026-05-15 16:03:58,cust_6596295,DE-HE,mortgage,78000,6,679,medium,rejected,0,call_center,false,21
app_20260501_000000365,2026-07-10 08:58:30,cust_6822369,DE-HH,mortgage,48500,12,573,high,rejected,0,branch,true,1539
app_20260501_000000366,2026-07-03 09:16:44,cust_8064598,DE-BY,credit_card,55500,18,806,low,approved,49950,call_center,false,5
app_20260501_000000367,2026-07-23 05:37:31,cust_4458306,DE-HH,bnpl,61000,36,687,medium,manual_review,42700,partner_api,true,806
app_20260501_000000368,2026-07-18 08:45:35,cust_7235400,DE-BY,mortgage,28500,60,614,high,manual_review,22800,mobile,true,1196
app_20260501_000000369,2026-06-27 20:38:15,cust_2752967,DE-HH,credit_card,47000,6,738,low,approved,37600,partner_api,true,573
app_20260501_000000370,2026-07-25 19:52:58,cust_9196638,DE-BY,car_loan,66500,60,518,high,manual_review,59850,partner_api,true,1752
app_20260501_000000371,2026-05-04 00:39:52,cust_3501893,IT-LAZ,car_loan,21000,60,719,medium,rejected,0,partner_api,false,16
app_20260501_000000372,2026-05-11 03:35:48,cust_688043,DE-NW,credit_card,74500,6,765,low,approved,67050,web,false,20
app_20260501_000000373,2026-06-15 18:40:43,cust_8136731,FR-IDF,mortgage,36000,36,699,medium,manual_review,25200,call_center,true,1212
app_20260501_000000374,2026-07-03 03:35:18,cust_2106086,DE-BE,mortgage,76500,36,616,high,rejected,0,branch,true,1052
app_20260501_000000375,2026-05-28 02:06:55,cust_4770169,IT-LAZ,mortgage,27000,18,737,low,approved,27000,web,true,424
app_20260501_000000376,2026-07-15 01:30:06,cust_32028,IT-LAZ,cash_loan,16000,60,727,low,approved,14400,web,false,15
app_20260501_000000377,2026-07-16 23:43:06,cust_9042602,DE-BY,credit_card,62000,24,779,low,approved,43400,call_center,true,577
app_20260501_000000378,2026-07-28 20:31:55,cust_2045289,IT-LAZ,mortgage,22000,48,694,medium,approved,19800,branch,false,5
app_20260501_000000379,2026-07-14 20:12:59,cust_1685083,FR-IDF,mortgage,11000,24,597,high,manual_review,8800,web,true,644
app_20260501_000000380,2026-06-02 14:31:35,cust_8309465,NL-NH,bnpl,39000,60,759,low,approved,31200,mobile,true,960
app_20260501_000000381,2026-05-08 08:39:04,cust_8522583,IT-LAZ,cash_loan,78500,18,669,medium,rejected,0,call_center,true,103
app_20260501_000000382,2026-05-18 12:41:08,cust_8372077,ES-MD,bnpl,21500,36,720,low,approved,17200,call_center,false,20
app_20260501_000000383,2026-06-23 17:20:49,cust_4923387,DE-HH,bnpl,23000,36,715,medium,approved,16099,branch,false,24
app_20260501_000000384,2026-06-26 04:47:03,cust_6158798,ES-MD,mortgage,52000,48,554,high,manual_review,52000,partner_api,true,966
app_20260501_000000385,2026-06-04 21:03:27,cust_7869613,DE-BY,bnpl,79000,24,785,low,approved,71100,web,true,194
app_20260501_000000386,2026-07-08 17:19:18,cust_8322319,DE-HE,cash_loan,57000,60,763,low,approved,57000,partner_api,false,20
app_20260501_000000387,2026-07-12 07:43:13,cust_2268567,NL-NH,credit_card,43000,12,554,high,approved,30099,web,true,288
app_20260501_000000388,2026-05-17 04:47:40,cust_6404624,DE-NW,car_loan,49500,6,616,high,approved,34650,branch,true,507
app_20260501_000000389,2026-05-14 18:51:39,cust_448939,IT-LAZ,mortgage,62500,12,838,low,approved,43750,partner_api,false,22
app_20260501_000000390,2026-05-11 11:24:45,cust_5674867,DE-HH,credit_card,37500,24,671,medium,approved,37500,partner_api,false,22
app_20260501_000000391,2026-05-04 05:13:00,cust_1356016,DE-HH,cash_loan,57000,6,683,medium,manual_review,51300,mobile,true,998
app_20260501_000000392,2026-06-07 15:45:04,cust_7161347,IT-LAZ,credit_card,59500,60,646,medium,manual_review,41650,call_center,true,1756
app_20260501_000000393,2026-05-03 18:16:28,cust_3732364,DE-NW,mortgage,21500,24,551,high,rejected,0,partner_api,true,1052
app_20260501_000000394,2026-06-04 06:58:37,cust_539534,NL-NH,car_loan,7000,6,699,medium,manual_review,6300,call_center,true,1605
app_20260501_000000395,2026-05-26 05:18:20,cust_5900653,DE-NW,bnpl,5000,48,726,low,approved,4000,mobile,true,1610
app_20260501_000000396,2026-07-08 10:59:08,cust_729667,DE-BE,mortgage,42500,12,758,low,approved,29749,partner_api,false,20
app_20260501_000000397,2026-06-27 20:01:31,cust_8348913,ES-MD,cash_loan,9000,6,737,low,approved,8100,partner_api,true,1267
app_20260501_000000398,2026-07-21 08:36:55,cust_433830,FR-IDF,credit_card,45500,6,679,medium,manual_review,40950,web,true,498
app_20260501_000000399,2026-05-14 13:15:33,cust_3055174,FR-IDF,car_loan,17500,6,615,high,manual_review,12250,call_center,true,1291
app_20260501_000000400,2026-06-26 17:00:22,cust_7267001,DE-HH,bnpl,10000,24,645,medium,manual_review,9000,web,true,790
app_20260501_000000401,2026-05-26 11:51:49,cust_9299360,FR-IDF,credit_card,24500,6,617,high,rejected,0,web,true,294
app_20260501_000000402,2026-05-30 17:45:04,cust_3563746,NL-NH,credit_card,66000,18,623,medium,manual_review,59400,mobile,true,84
app_20260501_000000403,2026-06-07 06:48:17,cust_5434473,DE-HE,car_loan,11000,60,648,medium,approved,11000,mobile,false,21
app_20260501_000000404,2026-05-20 19:15:46,cust_9672446,FR-IDF,cash_loan,79500,24,661,medium,manual_review,71550,web,true,1324
app_20260501_000000405,2026-05-27 12:22:03,cust_9865395,ES-MD,car_loan,9500,48,745,low,approved,7600,partner_api,false,18
app_20260501_000000406,2026-07-13 02:12:53,cust_352822,DE-NW,cash_loan,41000,36,652,medium,approved,32800,partner_api,false,8
app_20260501_000000407,2026-05-06 09:43:11,cust_6860146,DE-HH,bnpl,5500,24,710,medium,rejected,0,mobile,false,19
app_20260501_000000408,2026-06-23 00:06:00,cust_5119689,DE-HH,mortgage,38500,60,706,medium,approved,38500,mobile,false,25
app_20260501_000000409,2026-05-20 19:55:25,cust_2940060,DE-NW,credit_card,40500,48,701,medium,approved,40500,call_center,false,22
app_20260501_000000410,2026-05-19 19:20:33,cust_1280519,DE-BE,car_loan,57500,36,843,low,approved,46000,call_center,false,16
app_20260501_000000411,2026-05-24 19:24:40,cust_4986067,DE-BY,mortgage,18000,60,746,low,approved,18000,call_center,true,1254
app_20260501_000000412,2026-05-13 22:25:53,cust_2584098,IT-LAZ,car_loan,54500,18,448,high,manual_review,38150,branch,true,1220
app_20260501_000000413,2026-06-18 14:20:37,cust_889543,ES-MD,bnpl,53500,18,686,medium,approved,53500,partner_api,false,12
app_20260501_000000414,2026-07-16 00:52:02,cust_2361378,ES-MD,car_loan,55500,60,695,medium,approved,44400,call_center,false,21
app_20260501_000000415,2026-05-03 22:19:38,cust_4059283,FR-IDF,bnpl,79500,60,684,medium,manual_review,71550,web,true,447
app_20260501_000000416,2026-07-06 08:43:34,cust_69782,DE-HH,car_loan,29000,18,641,medium,manual_review,26100,mobile,true,688
app_20260501_000000417,2026-05-28 03:33:45,cust_3084163,IT-LAZ,mortgage,68500,36,691,medium,rejected,0,branch,true,1110
app_20260501_000000418,2026-06-07 01:55:19,cust_5225283,DE-HE,bnpl,4500,6,691,medium,approved,4500,partner_api,false,11
app_20260501_000000419,2026-05-16 18:27:29,cust_286510,ES-MD,credit_card,18000,24,644,medium,manual_review,12600,call_center,true,1712
app_20260501_000000420,2026-05-22 07:35:52,cust_5679726,DE-BY,mortgage,39000,18,767,low,approved,27300,web,false,21
app_20260501_000000421,2026-06-08 03:41:54,cust_739084,DE-HH,credit_card,75000,36,513,high,manual_review,75000,branch,true,120
app_20260501_000000422,2026-06-25 20:46:24,cust_1292691,DE-HE,mortgage,33000,12,740,low,approved,23100,mobile,false,5
app_20260501_000000423,2026-05-05 10:58:38,cust_8016360,DE-HH,cash_loan,80000,48,564,high,rejected,0,branch,true,1500
app_20260501_000000424,2026-07-12 12:57:40,cust_6548240,FR-IDF,car_loan,7000,48,696,medium,manual_review,4900,partner_api,true,1670
